group,_bin,mem_mb,cpu_pct_1core
parsl,1372.0,14231.332,1215.734
parsl,1374.0,14223.02,1572.377
parsl,1376.0,14113.062,1400.177
parsl,1378.0,12866.145,915.394
parsl,1380.0,15266.078,911.584
parsl,1382.0,13484.672,601.082
parsl,1384.0,13202.637,1803.924
parsl,1386.0,13954.281,1510.03
parsl,1388.0,14437.727,1086.059
parsl,1390.0,14067.723,2824.095
parsl,1392.0,13426.211,1178.183
parsl,1394.0,13073.012,594.067
parsl,1396.0,13502.676,514.48
parsl,1398.0,13407.078,1482.507
parsl,1400.0,13634.977,642.438
parsl,1402.0,14285.57,2494.562
parsl,1404.0,14421.832,1049.115
parsl,1406.0,14316.082,1189.149
parsl,1408.0,14250.82,2527.583
parsl,1410.0,13220.586,670.81
parsl,1412.0,15358.426,814.91
parsl,1414.0,13416.75,1355.827
parsl,1416.0,13407.285,1256.11
parsl,1418.0,13407.285,0.0
parsl,1420.0,14319.535,2778.2
parsl,1422.0,15783.539,1366.983
parsl,1424.0,13577.375,1917.312
parsl,1426.0,13732.262,669.639
parsl,1428.0,13554.273,1006.91
parsl,1430.0,15660.742,896.815
parsl,1432.0,13490.68,687.219
parsl,1434.0,13888.75,1620.728
parsl,1436.0,14853.289,1897.145
parsl,1438.0,14838.691,794.542
parsl,1440.0,13655.57,2420.055
parsl,1442.0,13954.895,892.624
parsl,1444.0,13530.41,1408.864
parsl,1446.0,14385.824,753.341
parsl,1448.0,13366.32,643.913
parsl,1450.0,13564.496,1260.539
parsl,1452.0,15035.898,886.077
parsl,1454.0,14766.758,2029.431
parsl,1456.0,14388.031,1363.235
parsl,1458.0,13718.504,2277.773
parsl,1460.0,13439.797,1114.62
parsl,1462.0,13487.879,696.773
parsl,1464.0,12972.973,1288.691
parsl,1466.0,13582.07,1192.54
parsl,1468.0,14099.949,1130.253
parsl,1470.0,14248.711,848.839
parsl,1472.0,13576.004,2665.154
parsl,1474.0,13467.043,862.253
parsl,1476.0,13460.473,2234.063
parsl,1478.0,15297.27,707.701
parsl,1480.0,13114.789,1024.699
parsl,1482.0,13705.555,1195.803
parsl,1484.0,14180.914,1078.332
parsl,1486.0,14415.992,2389.521
parsl,1488.0,14370.566,1180.966
parsl,1490.0,13446.402,870.374
parsl,1493.0,14030.797,1265.487
parsl,1495.0,13316.867,1629.949
parsl,1497.0,13067.473,949.954
parsl,1499.0,13923.09,1346.889
parsl,1501.0,14279.148,1010.319
parsl,1503.0,14407.297,1011.11
parsl,1505.0,14219.633,1884.381
parsl,1507.0,13762.016,2244.467
parsl,1509.0,13855.07,1201.866
parsl,1511.0,13450.559,1326.995
parsl,1513.0,12996.266,567.91
parsl,1515.0,13976.715,1533.133
parsl,1517.0,13976.715,0.0
parsl,1519.0,14609.035,2617.489
parsl,1521.0,14096.137,1280.142
parsl,1523.0,14186.734,2303.757
parsl,1525.0,13773.172,1136.002
parsl,1527.0,13299.246,826.206
parsl,1529.0,12869.891,699.379
parsl,1531.0,13593.801,1256.513
parsl,1533.0,13919.59,1412.422
parsl,1535.0,14444.555,1607.998
parsl,1537.0,13517.621,1329.888
parsl,1539.0,14150.98,1524.514
parsl,1541.0,14417.141,1190.157
